NIFTY 20,NIFTY 50,NIFTY NEXT 50,NIFTY 200,NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDSMALLCAP 400,NIFTY TOTAL MARKET,NIFTY 200 cv,NSC ALL,BSE ALL
,,,,,,,,,,RAPIDIN
,,,,,,,,,,RASANDIK
,,,,,,,,,,RATEGAIN
,,,,,,,,,,RAUNAQEPC
,,,,,,,,,,RAWEDGE
,,,,,,,,,,RAYALEMA
,,,,,,,,,,RBGUPTA
,,,,,,,,,,RBL
,,,,,,,,,,RCIIND
,,,,,,,,,,REDINGTON
,,,,,,,,,,REFEXRENEW
,,,,,,,,,,REFNOL
,,,,,,,,,,REGENTRP
,,,,,,,,,,RELCAPITAL
,,,,,,,,,,RELCHEMQ
,,,,,,,,,,RELIABVEN
,,,,,,,,,,RELIGARE
,,,,,,,,,,RELTD
,,,,,,,,,,REMIEDEL
,,,,,,,,,,REMLIFE
,,,,,,,,,,RENUKA
,,,,,,,,,,REPRO
,,,,,,,,,,RESPONIND
,,,,,,,,,,RESTILE
,,,,,,,,,,RETINA
,,,,,,,,,,REVATHI
,,,,,,,,,,REXNORD
,,,,,,,,,,REXSEAL
,,,,,,,,,,RFSL
,,,,,,,,,,RGIL
,,,,,,,,,,RGL
,,,,,,,,,,RGRL
,,,,,,,,,,RHETAN
,,,,,,,,,,RHL
,,,,,,,,,,RIBATEX
,,,,,,,,,,RICHAIND
,,,,,,,,,,RICHIRICH
,,,,,,,,,,RICHUNV
,,,,,,,,,,RIDDHICORP
,,,,,,,,,,RIDINGS
,,,,,,,,,,RISHILASE
,,,,,,,,,,RISHIROOP
,,,,,,,,,,RITCO
,,,,,,,,,,RITESHIN
,,,,,,,,,,RKDAGRRTL
,,,,,,,,,,RLF
,,,,,,,,,,RLFL
,,,,,,,,,,RMC
,,,,,,,,,,RML
,,,,,,,,,,RODIUM
,,,,,,,,,,ROJL
,,,,,,,,,,ROLCOEN
,,,,,,,,,,ROLEXRINGS
,,,,,,,,,,ROLLT
,,,,,,,,,,RONI
,,,,,,,,,,ROOPAIND
,,,,,,,,,,ROSSARI
,,,,,,,,,,ROSSELLIND
,,,,,,,,,,ROTO
,,,,,,,,,,ROUTE
,,,,,,,,,,ROYALCU
,,,,,,,,,,RPOWER
,,,,,,,,,,RPSGVENT
,,,,,,,,,,RRSECUR
,,,,,,,,,,RSTL
,,,,,,,,,,RSWM
,,,,,,,,,,RTEXPO
,,,,,,,,,,RTFL
,,,,,,,,,,RTSPOWR
,,,,,,,,,,RUBYMILLS
,,,,,,,,,,RUCHINFRA
,,,,,,,,,,RUCHIRA
,,,,,,,,,,RUDRA
,,,,,,,,,,RUNGTAIR
,,,,,,,,,,RUPA
,,,,,,,,,,RUSHIL
,,,,,,,,,,RUSTOMJEE
,,,,,,,,,,RVHL
,,,,,,,,,,S&SPOWER
,,,,,,,,,,SABOOBR
,,,,,,,,,,SABTN
,,,,,,,,,,SACHEMT
,,,,,,,,,,SADBHAV
,,,,,,,,,,SADHNA
,,,,,,,,,,SAFARIND
,,,,,,,,,,SAFFRON
,,,,,,,,,,SAGARSOFT
,,,,,,,,,,SAGARSYST
,,,,,,,,,,SAGCEM
,,,,,,,,,,SAH
,,,,,,,,,,SAHARAHOUS
,,,,,,,,,,SAICAPI
,,,,,,,,,,SAIL
,,,,,,,,,,SAINIK
,,,,,,,,,,SAKHTISUG
,,,,,,,,,,SAKSOFT
,,,,,,,,,,SAKTHIFIN
,,,,,,,,,,SAKUMA
,,,,,,,,,,SALGUTI
,,,,,,,,,,SALONACOT
,,,,,,,,,,SALSAIN
,,,,,,,,,,SALSTEEL
,,,,,,,,,,SALZER
,,,,,,,,,,SAMBANDAM
,,,,,,,,,,SAMBHAAV
,,,,,,,,,,SAMKRG
,,,,,,,,,,SAMRATPH
,,,,,,,,,,SAMSRITA
,,,,,,,,,,SAMTEX
,,,,,,,,,,SAMYAKINT
,,,,,,,,,,SANCTRN
,,,,,,,,,,SANDESH
,,,,,,,,,,SANDHAR
,,,,,,,,,,SANGHIIND
,,,,,,,,,,SANJIVIN
,,,,,,,,,,SANOFI
,,,,,,,,,,SANTETX
,,,,,,,,,,SAPPL
,,,,,,,,,,SAREGAMA
,,,,,,,,,,SARLAPOLY
,,,,,,,,,,SARTHAKIND
,,,,,,,,,,SARUPINDUS
,,,,,,,,,,SARVOTTAM
,,,,,,,,,,SASTASUNDR
,,,,,,,,,,SATINDLTD
,,,,,,,,,,SAUMYA
,,,,,,,,,,SAVERA
,,,,,,,,,,SAYAJIHOTL
,,,,,,,,,,SBFL
,,,,,,,,,,SBILIFE
,,,,,,,,,,SCANPGEOM
,,,,,,,,,,SCANPRO
,,,,,,,,,,SCARNOSE
,,,,,,,,,,SCFL
,,,,,,,,,,SCHAEFFLER
,,,,,,,,,,SCHAND
,,,,,,,,,,SCI
,,,,,,,,,,SCOOBEEDAY
,,,,,,,,,,SCPL
,,,,,,,,,,SCTL
,,,,,,,,,,SDC
,,,,,,,,,,SDL
,,,,,,,,,,SEACOAST
,,,,,,,,,,SEALMATIC
,,,,,,,,,,SEAMECLTD
,,,,,,,,,,SECMARK
,,,,,,,,,,SEIL
,,,,,,,,,,SEL
,,,,,,,,,,SELAN
,,,,,,,,,,SELLWIN
,,,,,,,,,,SENINFO
,,,,,,,,,,SENSEXBEES
,,,,,,,,,,SEPC
,,,,,,,,,,SEQUENT
,,,,,,,,,,SERA
,,,,,,,,,,SESHAPAPER
,,,,,,,,,,SETFNIF50
,,,,,,,,,,SETFSN50
,,,,,,,,,,SEVENHILL
,,,,,,,,,,SFL
,,,,,,,,,,SFPIL
,,,,,,,,,,SGFIN
,,,,,,,,,,SGFRL
,,,,,,,,,,SGL
,,,,,,,,,,SGNTE
,,,,,,,,,,SHABCHM
,,,,,,,,,,SHAHALLOYS
,,,,,,,,,,SHAHFOOD
,,,,,,,,,,SHAILY
,,,,,,,,,,SHAKTIPUMP
,,,,,,,,,,SHALPAINTS
,,,,,,,,,,SHALPRO
,,,,,,,,,,SHAMROIN
,,,,,,,,,,SHANKARA
,,,,,,,,,,SHANTAI
,,,,,,,,,,SHAQUAK
,,,,,,,,,,SHARDA
,,,,,,,,,,SHARDACROP
,,,,,,,,,,SHARDUL
,,,,,,,,,,SHAREINDIA
,,,,,,,,,,SHARIABEES
,,,,,,,,,,SHARIKA
,,,,,,,,,,SHAWGELTIN
,,,,,,,,,,SHBAJRG
,,,,,,,,,,SHBCLQ
,,,,,,,,,,SHBHAWPA
,,,,,,,,,,SHERVANI
,,,,,,,,,,SHETR
,,,,,,,,,,SHGANEL
,,,,,,,,,,SHHARICH
,,,,,,,,,,SHIKHARLETR
,,,,,,,,,,SHILCTECH
,,,,,,,,,,SHILGRAVQ
,,,,,,,,,,SHILPAMED
,,,,,,,,,,SHIVAAGRO
,,,,,,,,,,SHIVAEXPO
,,,,,,,,,,SHIVAGR
,,,,,,,,,,SHIVALIK
,,,,,,,,,,SHIVKAMAL
,,,,,,,,,,SHIVTEX
,,,,,,,,,,SHK
,,,,,,,,,,SHOPERSTOP
,,,,,,,,,,SHRAJSYNQ
,,,,,,,,,,SHRDAIS
,,,,,,,,,,SHREDIGCEM
,,,,,,,,,,SHREEGANES
,,,,,,,,,,SHREEPAC
,,,,,,,,,,SHREEPUSHK
,,,,,,,,,,SHREESEC
,,,,,,,,,,SHREESHAY
,,,,,,,,,,SHREMETAL
,,,,,,,,,,SHRGLTR
,,,,,,,,,,SHRIDINE
,,,,,,,,,,SHRIRAMPPS
,,,,,,,,,,SHUBHAM
,,,,,,,,,,SHUKJEW
,,,,,,,,,,SHUKRAPHAR
,,,,,,,,,,SHVSUIT
,,,,,,,,,,SHYAM
,,,,,,,,,,SHYAMTEL
,,,,,,,,,,SHYMINV
,,,,,,,,,,SIBARAUT
,,,,,,,,,,SICAGEN
,,,,,,,,,,SICL
,,,,,,,,,,SIDDHA
,,,,,,,,,,SIEL
,,,,,,,,,,SIGNETIND
,,,,,,,,,,SIKA
,,,,,,,,,,SIKOZY
,,,,,,,,,,SIL
,,,,,,,,,,SILINV
,,,,,,,,,,SILVERO
,,,,,,,,,,SILVERTUC
,,,,,,,,,,SINDHUTRAD
,,,,,,,,,,SINGER
,,,,,,,,,,SIPTL
,,,,,,,,,,SIROHIA
,,,,,,,,,,SITAENT
,,,,,,,,,,SJVN
,,,,,,,,,,SKFINDIA
,,,,,,,,,,SKL
,,,,,,,,,,SKPMIL
,,,,,,,,,,SKPSEC
,,,,,,,,,,SKYGOLD
,,,,,,,,,,SMAUTO
,,,,,,,,,,SMCGLOBAL
,,,,,,,,,,SMCREDT
,,,,,,,,,,SMEL
,,,,,,,,,,SMRUTHIORG
,,,,,,,,,,SNL
,,,,,,,,,,SNXT50BEES
,,,,,,,,,,SOBHA
,,,,,,,,,,SOBME
,,,,,,,,,,SODFC
,,,,,,,,,,SOFCOM
,,,,,,,,,,SOFTBPO
,,,,,,,,,,SOFTSOL
,,,,,,,,,,SOLARA
,,,,,,,,,,SOLARINDS
,,,,,,,,,,SOMANYCERA
,,,,,,,,,,SOMATEX
,,,,,,,,,,SOMICONV
,,,,,,,,,,SONACOMS
,,,,,,,,,,SONAL
,,,,,,,,,,SONATSOFTW
,,,,,,,,,,SOTL
,,,,,,,,,,SOURCEIND
,,,,,,,,,,SOUTHMG
,,,,,,,,,,SOUTLAT
,,,,,,,,,,SOVERDIA
,,,,,,,,,,SPACAPS
,,,,,,,,,,SPACEINCUBA
,,,,,,,,,,SPAL
,,,,,,,,,,SPAR
,,,,,,,,,,SPCAPIT
,,,,,,,,,,SPECIALITY
,,,,,,,,,,SPECTRA
,,,,,,,,,,SPELS
,,,,,,,,,,SPENCER
,,,,,,,,,,SPENTA
,,,,,,,,,,SPICEISL
,,,,,,,,,,SPICEJET
,,,,,,,,,,SPITZE
,,,,,,,,,,SPMLINFRA
,,,,,,,,,,SPRAYKING
,,,,,,,,,,SPS
,,,,,,,,,,SPSL
,,,,,,,,,,SPTRSHI
,,,,,,,,,,SPVGLOBAL
,,,,,,,,,,SRDAPRT
,,,,,,,,,,SREEJAYA
,,,,,,,,,,SREEL
,,,,,,,,,,SREINFRA
,,,,,,,,,,SRF
,,,,,,,,,,SRHHYPOLTD
,,,,,,,,,,SRIKPRIND
,,,,,,,,,,SRINACHA
,,,,,,,,,,SRSOLTD
,,,,,,,,,,SRUSTEELS
,,,,,,,,,,SSLEL
,,,,,,,,,,SSLFINANCE
,,,,,,,,,,SSPDL
,,,,,,,,,,SSPNFIN
,,,,,,,,,,SSWL
,,,,,,,,,,SSWRL
,,,,,,,,,,STANROS
,,,,,,,,,,STARCEMENT
,,,,,,,,,,STARHFL
,,,,,,,,,,STARLENT
,,,,,,,,,,STARLOG
,,,,,,,,,,STARPAPER
,,,,,,,,,,STARTECK
,,,,,,,,,,STCINDIA
,,,,,,,,,,STDSFAC
,,,,,,,,,,STDSHOE
,,,,,,,,,,STELLAR
,,,,,,,,,,STEPHANOTIS
,,,,,,,,,,STERTOOLS
,,,,,,,,,,STHINPA
,,,,,,,,,,STL
,,,,,,,,,,STRAEXPO
,,,,,,,,,,STRATMONT
,,,,,,,,,,STRGRENWO
,,,,,,,,,,STYRENIX
,,,,,,,,,,SUBEX
,,,,,,,,,,SUDARSCHEM
,,,,,,,,,,SUDARSHAN
,,,,,,,,,,SUDTIND-B
,,,,,,,,,,SUERYAAKNI
,,,,,,,,,,SUGALDAM
,,,,,,,,,,SUJALA
,,,,,,,,,,SUKHJITS
,,,,,,,,,,SUNDARMFIN
,,,,,,,,,,SUNDRMBRAK
,,,,,,,,,,SUNDRMFAST
,,,,,,,,,,SUNFLAG
,,,,,,,,,,SUNPHARMA
,,,,,,,,,,SUNRETAIL
,,,,,,,,,,SUNRINV
,,,,,,,,,,SUNTECK
,,,,,,,,,,SUNTV
,,,,,,,,,,SUPERSPIN
,,,,,,,,,,SUPRAP
,,,,,,,,,,SUPREMEINF
,,,,,,,,,,SUPTANERY
,,,,,,,,,,SURAJLTD
,,,,,,,,,,SURANAT&P
,,,,,,,,,,SURJIND
,,,,,,,,,,SURYAAMBA
,,,,,,,,,,SURYAINDIA
,,,,,,,,,,SURYALAXMI
,,,,,,,,,,SURYAROSNI
,,,,,,,,,,SURYODAY
,,,,,,,,,,SUUMAYA
,,,,,,,,,,SUVIDHAA
,,,,,,,,,,SVAINDIA
,,,,,,,,,,SVJ
,,,,,,,,,,SVS
,,,,,,,,,,SW1
,,,,,,,,,,SWANENERGY
,,,,,,,,,,SWARAJENG
,,,,,,,,,,SWELECTES
,,,,,,,,,,SWISSMLTRY
,,,,,,,,,,SWRNASE
,,,,,,,,,,SWSOLAR
,,,,,,,,,,SYNCOMF
,,,,,,,,,,SYNGENE
,,,,,,,,,,SYTIXSE
,,,,,,,,,,TAAZAINT
,,,,,,,,,,TAIIND
,,,,,,,,,,TAJGVK
,,,,,,,,,,TAKE
,,,,,,,,,,TALBROAUTO
,,,,,,,,,,TALBROSENG
,,,,,,,,,,TAMBOLI
,,,,,,,,,,TANLA
,,,,,,,,,,TANTIACONS
,,,,,,,,,,TAPARIA
,,,,,,,,,,TARAI
,,,,,,,,,,TARAPUR
,,,,,,,,,,TARMAT
,,,,,,,,,,TATACOMM
,,,,,,,,,,TATAMOTORS
,,,,,,,,,,TATAMTRDVR
,,,,,,,,,,TATAPOWER
,,,,,,,,,,TATASTLLP
,,,,,,,,,,TATVA
,,,,,,,,,,TBZ
,,,,,,,,,,TCFCFINQ
,,,,,,,,,,TCIEXP
,,,,,,,,,,TCIIND
,,,,,,,,,,TCMLMTD
,,,,,,,,,,TCS
,,,,,,,,,,TDPOWERSYS
,,,,,,,,,,TEAMLEASE
,,,,,,,,,,TECH
,,,,,,,,,,TECHM
,,,,,,,,,,TECHNOE
,,,,,,,,,,TECHNOPACK
,,,,,,,,,,TEJASNET
,,,,,,,,,,TEJNAKSH
,,,,,,,,,,TELECANOR
,,,,,,,,,,TELESYS
,,,,,,,,,,TERAI
,,,,,,,,,,TEXELIN
,,,,,,,,,,TFSL
,,,,,,,,,,THANGAMAYL
,,,,,,,,,,THEBYKE
,,,,,,,,,,THEINVEST
,,,,,,,,,,THEMISMED
,,,,,,,,,,THERMAX
,,,,,,,,,,THINKINK
,,,,,,,,,,THOMASCOOK
,,,,,,,,,,TI
,,,,,,,,,,TIDEWATER
,,,,,,,,,,TIERRA
,,,,,,,,,,TIGERLOGS
,,,,,,,,,,TIGLOB
,,,,,,,,,,TIHIL
,,,,,,,,,,TIJARIA
,,,,,,,,,,TIL
,,,,,,,,,,TILAK
,,,,,,,,,,TIMESGTY
,,,,,,,,,,TIMETECHNO
,,,,,,,,,,TIMEX
,,,,,,,,,,TINNARUBR
,,,,,,,,,,TINPLATE
,,,,,,,,,,TIRUFOAM
,,,,,,,,,,TIRUMALCHM
,,,,,,,,,,TITAANIUM
,,,,,,,,,,TITAN
,,,,,,,,,,TITANBIO
,,,,,,,,,,TITANIN
,,,,,,,,,,TNPETRO
,,,,,,,,,,TNPL
,,,,,,,,,,TOKYOPLAST
,,,,,,,,,,TORNTPOWER
,,,,,,,,,,TPLPLAST
,,,,,,,,,,TPROJECT
,,,,,,,,,,TRABI
,,,,,,,,,,TRACXN
,,,,,,,,,,TRANSCHEM
,,,,,,,,,,TRANSCOR
,,,,,,,,,,TRANSFD
,,,,,,,,,,TRANSVOY
,,,,,,,,,,TREJHARA
,,,,,,,,,,TRF
,,,,,,,,,,TRIDENT
,,,,,,,,,,TRIGYN
,,,,,,,,,,TRIL
,,,,,,,,,,TRIMURTHI
,,,,,,,,,,TRIPR
,,,,,,,,,,TRIVENIENT
,,,,,,,,,,TRIVENIGQ
,,,,,,,,,,TRU
,,,,,,,,,,TTIENT
,,,,,,,,,,TTKPRESTIG
,,,,,,,,,,TTL
,,,,,,,,,,TTML
,,,,,,,,,,TULIVE
,,,,,,,,,,TULSYAN
,,,,,,,,,,TV18BRDCST
,,,,,,,,,,TVSSRICHAK
,,,,,,,,,,TVTODAY
,,,,,,,,,,TVVISION
,,,,,,,,,,TYCHE
,,,,,,,,,,UBL
,,,,,,,,,,UCOBANK
,,,,,,,,,,UDAYJEW
,,,,,,,,,,UFLEX
,,,,,,,,,,UFO
,,,,,,,,,,UGROCAP
,,,,,,,,,,UJAAS
,,,,,,,,,,UJJIVAN
,,,,,,,,,,UJJIVANSFB
,,,,,,,,,,ULTRACEMCO
,,,,,,,,,,ULTRAMAR
,,,,,,,,,,UMAEXPORTS
,,,,,,,,,,UMANGDAIR
,,,,,,,,,,UMESLTD
,,,,,,,,,,UMIYA
,,,,,,,,,,UNIABEXAL
,,,,,,,,,,UNIJOLL
,,,,,,,,,,UNIPHOS
,,,,,,,,,,UNIROYAL
,,,,,,,,,,UNISON
,,,,,,,,,,UNISTRMU
,,,,,,,,,,UNITDSPR
,,,,,,,,,,UNITECH
,,,,,,,,,,UNITEDTE
,,,,,,,,,,UNITINT
,,,,,,,,,,UNIVPHOTO
,,,,,,,,,,UNIWSEC
,,,,,,,,,,UNJHAFOR
,,,,,,,,,,UNQTYMI
,,,,,,,,,,UNTTEMI
,,,,,,,,,,UPSURGE
,,,,,,,,,,URJAGLOBA
,,,,,,,,,,URSUGAR
,,,,,,,,,,USGTECH
,,,,,,,,,,USHAKIRA
,,,,,,,,,,USHAMART
,,,,,,,,,,USK
,,,,,,,,,,UTIBANKETF
,,,,,,,,,,UTINEXT50
,,,,,,,,,,UTIQUE
,,,,,,,,,,UTISXN50
,,,,,,,,,,UYFINCORP
,,,,,,,,,,V2RETAIL
,,,,,,,,,,VAIBHAVGBL
,,,,,,,,,,VAKRANGEE
,,,,,,,,,,VAL
,,,,,,,,,,VALIANTORG
,,,,,,,,,,VAMA
,,,,,,,,,,VANDANA
,,,,,,,,,,VAPIPPR
,,,,,,,,,,VARDHANCFL
,,,,,,,,,,VASCONEQ
,,,,,,,,,,VASUDHAGAM
,,,,,,,,,,VASUPRADA
,,,,,,,,,,VBIND
,,,,,,,,,,VBL
,,,,,,,,,,VCKCAP
,,,,,,,,,,VCU
,,,,,,,,,,VEDANTASSET
,,,,,,,,,,VEDL
,,,,,,,,,,VEERENRGY
,,,,,,,,,,VEERKRUPA
,,,,,,,,,,VELJAN
,,,,,,,,,,VELOXIND
,,,,,,,,,,VENUSPIPES
,,,,,,,,,,VERANDA
,,,,,,,,,,VERTEX
,,,,,,,,,,VETO
,,,,,,,,,,VGUARD
,,,,,,,,,,VHL
,,,,,,,,,,VIAANINDUS
,,,,,,,,,,VIDHIING
,,,,,,,,,,VIDLI
,,,,,,,,,,VIJAYTX
,,,,,,,,,,VIJSOLX
,,,,,,,,,,VIKASECO
,,,,,,,,,,VIKASLIFE
,,,,,,,,,,VIKASPROP
,,,,,,,,,,VIKASWSP
,,,,,,,,,,VIKRAMTH
,,,,,,,,,,VINATIORGA
,,,,,,,,,,VINAYAKPOL
,,,,,,,,,,VINDHYATEL
,,,,,,,,,,VINEETLAB
,,,,,,,,,,VINNY
,,,,,,,,,,VINYOFL
,,,,,,,,,,VIPCLOTHNG
,,,,,,,,,,VIRATCRA
,,,,,,,,,,VIRINCHI
,,,,,,,,,,VIRTUALS
,,,,,,,,,,VISAGAR
,,,,,,,,,,VISAKAIND
,,,,,,,,,,VISASTEEL
,,,,,,,,,,VISCO
,,,,,,,,,,VISESHINFO
,,,,,,,,,,VISHALBL
,,,,,,,,,,VISHWARAJ
,,,,,,,,,,VISIONCINE
,,,,,,,,,,VISIONCO
,,,,,,,,,,VISVEN
,,,,,,,,,,VIVANTA
,,,,,,,,,,VIVANZA
,,,,,,,,,,VJTFEDU
,,,,,,,,,,VKAL
,,,,,,,,,,VMART
,,,,,,,,,,VMS
,,,,,,,,,,VOLTAS
,,,,,,,,,,VSL
,,,,,,,,,,VSSL
,,,,,,,,,,VSTIND
,,,,,,,,,,WAA
,,,,,,,,,,WAAREE
,,,,,,,,,,WAAREERTL
,,,,,,,,,,WABAG
,,,,,,,,,,WAGEND
,,,,,,,,,,WALCHPF
,,,,,,,,,,WANBURY
,,,,,,,,,,WARDWIZFBL
,,,,,,,,,,WATERBASE
,,,,,,,,,,WEBELSOLAR
,,,,,,,,,,WELCORP
,,,,,,,,,,WELSPLSOL
,,,,,,,,,,WELTI
,,,,,,,,,,WENDT
,,,,,,,,,,WEPSOLN
,,,,,,,,,,WEWIN
,,,,,,,,,,WHEELS
,,,,,,,,,,WHIRLPOOL
,,,,,,,,,,WHITEORG
,,,,,,,,,,WILLAMAGOR
,,,,,,,,,,WIMPLAST
,,,,,,,,,,WINDLAS
,,,,,,,,,,WINPRO
,,,,,,,,,,WINSOMBR
,,,,,,,,,,WIPRO
,,,,,,,,,,WIREFABR
,,,,,,,,,,WMINIMT
,,,,,,,,,,WOCKPHARMA
,,,,,,,,,,WORL
,,,,,,,,,,WPIL
,,,,,,,,,,WSFX
,,,,,,,,,,XCHANGING
,,,,,,,,,,XPROINDIA
,,,,,,,,,,XTGLOBAL
,,,,,,,,,,YAARI
,,,,,,,,,,YAMNINV
,,,,,,,,,,YASHO
,,,,,,,,,,YASHPAKKA
,,,,,,,,,,YASTF
,,,,,,,,,,YOGI
,,,,,,,,,,ZDHJERK
,,,,,,,,,,ZEEL
,,,,,,,,,,ZENLABS
,,,,,,,,,,ZENOTECH
,,,,,,,,,,ZENSARTECH
,,,,,,,,,,ZFCVINDIA
,,,,,,,,,,ZFSTEERING
,,,,,,,,,,ZKHANDEN
,,,,,,,,,,ZKOVALIN
,,,,,,,,,,ZMANSOON
,,,,,,,,,,ZMILGFIN
,,,,,,,,,,ZMULTIPU
,,,,,,,,,,ZNILKENG
,,,,,,,,,,ZODIACLOTH
,,,,,,,,,,ZOMATO
,,,,,,,,,,ZSARVAMA
,,,,,,,,,,ZSPEEDCO
,,,,,,,,,,ZSVARAJT
,,,,,,,,,,ZUARIIND
,,,,,,,,,,ZYDUSLIFE
,,,,,,,,,,ZYDUSWELL
